Iteration	Ident	Success
732	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
733	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
734	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
735	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
736	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
737	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
738	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
739	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
740	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
741	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
742	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
743	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
744	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
745	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
746	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
747	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
748	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
749	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
749	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
749	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	False
750	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
751	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
752	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
753	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
754	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
755	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
756	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
757	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
758	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
758	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	False
759	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
760	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
761	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	True
762	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
763	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
764	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
765	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
766	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
767	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
768	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
769	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
770	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
771	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
772	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
773	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
774	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
774	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	True
775	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
776	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
777	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
778	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
779	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
780	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
780	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	True
781	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
782	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
783	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
784	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
785	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
786	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
787	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
788	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
789	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
790	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
791	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
792	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
793	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
794	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
795	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
796	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
797	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
798	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	False
799	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
799	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	True
800	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
801	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
802	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
803	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
804	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
805	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
806	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	True
807	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
808	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
809	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
810	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
811	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
812	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
813	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
814	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
815	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
816	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
817	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
818	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
819	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
820	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
821	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
822	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
823	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
824	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
825	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
826	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
827	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
828	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
829	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
830	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
831	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
832	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
833	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
834	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
835	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
836	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
837	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
838	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
839	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
840	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
841	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
842	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
842	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	False
843	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
844	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
845	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	True
846	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
847	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
848	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
849	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
850	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
851	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
852	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
853	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
854	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
855	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
856	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
857	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
858	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
859	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
860	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
861	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
862	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
863	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
864	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
865	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
866	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
867	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
868	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
869	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
870	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
871	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
872	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
873	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
874	prospection_pnode	False
875	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
877	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
877	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
877	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	False
878	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
879	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
880	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
881	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
882	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
883	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
884	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
885	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
886	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
887	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
888	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
889	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
890	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
891	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
892	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
893	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
894	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
895	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
896	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
897	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
898	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
899	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
900	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
901	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
902	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
903	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
904	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
905	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
906	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
907	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
908	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
909	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
910	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
911	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
912	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
913	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
914	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
915	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
916	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
917	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
918	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
919	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
920	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
921	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	True
922	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
923	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
924	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	False
925	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
926	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
927	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
928	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
929	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
930	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
931	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
932	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
933	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
934	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
935	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
936	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
937	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
938	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
939	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
939	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	True
940	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
941	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
942	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
943	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
944	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
945	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
946	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
947	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
948	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
949	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
950	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
951	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
952	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
953	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
954	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
955	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
956	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
957	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
958	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
959	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
960	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	True
961	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
962	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
963	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
964	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
965	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
966	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
967	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
968	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
969	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
970	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
971	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
972	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
973	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
974	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
975	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
976	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
977	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
978	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
979	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
980	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
981	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
982	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
983	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
984	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
985	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
986	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
987	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
988	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
989	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
990	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
991	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
992	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
993	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
994	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
995	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
996	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
997	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
998	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
999	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1000	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
1001	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1002	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1003	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
1004	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1005	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1006	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
1007	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1008	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1009	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
1010	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1011	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1012	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1013	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1014	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
1016	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	True
1017	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1018	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1019	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
1020	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1021	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1022	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
1023	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1024	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1025	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
1026	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1027	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1028	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
1029	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1030	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1031	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
1032	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1033	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1034	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
1035	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1036	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1037	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	True
1038	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1039	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1040	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
1041	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1042	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1043	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1044	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1045	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1046	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1047	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
1048	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1049	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1050	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
1051	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1052	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1053	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
1054	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1055	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1056	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
1057	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1058	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1059	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
1060	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1061	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1062	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
1063	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1064	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1065	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
1066	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1067	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1068	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
1068	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	True
1069	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1070	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1071	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
1072	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1073	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1074	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1075	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1076	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1077	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1078	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1079	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
1080	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
1080	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_1__press_button	True
1081	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
1082	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
