Iteration	World	Goal reward list	Policy	Sensorial changes	C-nodes
1089	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1090	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1091	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1092	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1093	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1094	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1095	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1096	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1097	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1098	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	False	7
1099	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	grasp_right	False	7
1100	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	False	7
1101	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1102	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1103	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1104	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1105	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1106	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1107	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1108	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1109	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1110	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1111	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1112	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1113	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '1.0'}	grasp_right	True	7
1114	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1115	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1116	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1117	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1118	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1119	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1120	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1121	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1122	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1123	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1124	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1125	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1126	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1127	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_1': '0.0'}	place_object_right	True	7
1128	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1129	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1130	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1131	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1132	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1133	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1134	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	grasp_right	False	7
1135	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	False	7
1136	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	grasp_right	False	7
1137	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1138	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1139	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1140	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1141	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1142	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1143	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1144	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1145	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1146	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1147	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1148	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1149	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1150	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1151	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1152	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_1': '1.0', 'reach_pnode_1': '0.0'}	grasp_right	True	7
1153	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1154	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1155	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1156	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_1': '0.0', 'reach_pnode_1': '0.0'}	press_button	True	7
1157	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1158	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1159	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1160	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1161	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1162	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1163	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1164	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1165	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1166	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1167	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1168	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1169	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1170	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1171	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1172	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1173	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1174	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1175	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1176	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1177	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1178	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_1': '1.0', 'reach_pnode_1': '0.0'}	place_object_right	True	7
1179	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1180	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1181	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1182	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '1.0'}	grasp_right	True	7
1183	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1184	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1185	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1186	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1187	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1188	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1189	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1190	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1191	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1192	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1193	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1194	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1195	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1196	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1197	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	False	7
1198	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1199	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1200	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1201	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1202	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
1203	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	7
1204	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	7
1205	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	7
